Date,Open,High,Low,Close,Volume
1996-10-07,654.51,656.27,648.39,656.06,0.0
1996-11-07,655.34,656.06,639.52,645.67,0.0
1996-12-07,645.75,647.64,640.21,646.19,0.0
,646.19,646.19,646.19,646.19,0.0
,646.19,646.19,646.19,646.19,0.0
,645.9,646.19,629.69,629.8,0.0
,629.6,631.99,605.88,628.37,0.0
,629.45,636.61,628.37,634.07,0.0
,633.99,644.44,633.29,643.56,0.0
,643.22,643.56,635.5,638.73,0.0
,638.73,638.73,638.73,638.73,0.0
,638.73,638.73,638.73,638.73,0.0
,638.69,638.73,630.38,633.77,0.0
,633.89,637.71,625.65,626.87,0.0
,626.19,629.1,616.43,626.65,0.0
,626.8,633.57,626.65,631.17,0.0
,631.42,636.23,631.17,635.9,0.0
,635.9,635.9,635.9,635.9,0.0
,635.9,635.9,635.9,635.9,0.0
,635.9,635.9,630.9,630.91,0.0
,631.2,635.26,629.22,635.26,0.0
,635.13,640.54,633.74,639.95,0.0
1996-01-08,639.92,650.66,639.49,650.02,0.0
1996-02-08,650.41,662.49,650.02,662.49,0.0
1996-03-08,662.49,662.49,662.49,662.49,0.0
1996-04-08,662.49,662.49,662.49,662.49,0.0
1996-05-08,662.52,663.64,659.03,660.23,0.0
1996-06-08,660.15,662.75,656.83,662.38,0.0
1996-07-08,662.54,664.61,660.0,664.16,0.0
1996-08-08,664.01,664.17,661.28,662.59,0.0
1996-09-08,662.22,665.37,660.31,662.1,0.0
1996-10-08,662.1,662.1,662.1,662.1,0.0
1996-11-08,662.1,662.1,662.1,662.1,0.0
1996-12-08,661.98,665.77,658.95,665.77,0.0
,665.27,665.77,659.13,660.2,0.0
,660.19,662.42,658.47,662.05,0.0
,662.02,664.18,660.64,662.28,0.0
,663.41,666.34,662.26,665.21,0.0
,665.21,665.21,665.21,665.21,0.0
,665.21,665.21,665.21,665.21,0.0
,665.12,667.12,665.0,666.58,0.0
,666.56,666.99,665.15,665.69,0.0
,665.4,665.69,662.16,665.07,0.0
,665.19,672.5,664.88,670.68,0.0
,670.44,670.68,664.93,667.03,0.0
,667.03,667.03,667.03,667.03,0.0
,667.03,667.03,667.03,667.03,0.0
,666.95,667.03,662.36,663.88,0.0
,663.99,666.4,663.5,666.4,0.0
,666.23,667.41,664.39,664.81,0.0
,664.54,664.81,655.35,657.4,0.0
,657.68,657.71,650.52,651.99,0.0
,651.99,651.99,651.99,651.99,0.0
1996-01-09,651.99,651.99,651.99,651.99,0.0
1996-02-09,651.99,651.99,651.99,651.99,0.0
1996-03-09,651.64,655.13,643.97,654.72,0.0
1996-04-09,654.5,655.82,652.93,655.61,0.0
1996-05-09,655.18,655.61,648.89,649.44,0.0
